date staff_id actual_worked_hours
2020-12-12 8100O 7
2020-12-12 7106Q 5
2020-12-12 9598T 7
2020-12-12 7380A 4
2020-12-12 2310R 6
2020-12-12 7904G 7
2020-12-12 9900H 6
2020-12-12 7659D 6
2020-12-12 9350P 6
2020-12-12 6072F 9
2020-12-13 8744T 10
2020-12-13 8100O 9
2020-12-13 7106Q 7
2020-12-13 9598T 8
2020-12-13 7380A 4
2020-12-13 2310R 4
2020-12-13 7904G 9
2020-12-13 9900H 4
2020-12-13 7659D 7
2020-12-13 9350P 8
2020-12-13 6072F 8
2020-12-14 8744T 10
2020-12-14 8100O 10
2020-12-14 7106Q 6
2020-12-14 9598T 4
2020-12-14 7380A 10
2020-12-14 2310R 9
2020-12-14 7904G 4
2020-12-14 9900H 10
2020-12-14 7659D 5
2020-12-14 9350P 11
2020-12-14 6072F 9
2020-12-15 8744T 7
2020-12-15 8100O 7
2020-12-15 7106Q 6
2020-12-15 9598T 10
2020-12-15 7380A 9
2020-12-15 2310R 7
2020-12-15 7904G 6
2020-12-15 9900H 8
2020-12-15 7659D 6
2020-12-15 9350P 5
2020-12-15 6072F 9
2020-12-16 8744T 8
2020-12-16 8100O 6
2020-12-16 7106Q 11
2020-12-16 9598T 4
2020-12-16 7380A 10
2020-12-16 2310R 11
2020-12-16 7904G 5
2020-12-16 9900H 11
2020-12-16 7659D 8
2020-12-16 9350P 4
2020-12-16 6072F 10
2020-12-17 8744T 4
2020-12-17 8100O 5
2020-12-17 7106Q 4
2020-12-17 9598T 11
2020-12-17 7380A 10
2020-12-17 2310R 10
2020-12-17 7904G 8
2020-12-17 9900H 10
2020-12-17 7659D 8
2020-12-17 9350P 5
2020-12-17 6072F 6
2020-12-18 8744T 11
2020-12-18 8100O 4
2020-12-18 7106Q 9
2020-12-18 9598T 7
2020-12-18 7380A 7
2020-12-18 2310R 6
2020-12-18 7904G 7
2020-12-18 9900H 4
2020-12-18 7659D 9
2020-12-18 9350P 8
2020-12-18 6072F 9
2020-12-19 8744T 10
2020-12-19 8100O 4
2020-12-19 7106Q 10
2020-12-19 9598T 4
2020-12-19 7380A 8
2020-12-19 2310R 8
2020-12-19 7904G 10
2020-12-19 9900H 7
2020-12-19 7659D 7
2020-12-19 9350P 6
2020-12-19 6072F 5
2020-12-20 8744T 9
2020-12-20 8100O 10
2020-12-20 7106Q 10
2020-12-20 9598T 8
2020-12-20 7380A 5
2020-12-20 2310R 5
2020-12-20 7904G 10
2020-12-20 9900H 7
2020-12-20 7659D 9
2020-12-20 9350P 9
2020-12-20 6072F 9
2020-12-21 8744T 7
2020-12-21 8100O 7
2020-12-21 7106Q 5
2020-12-21 9598T 8
2020-12-21 7380A 4
2020-12-21 2310R 5
2020-12-21 7904G 7
2020-12-21 9900H 9
2020-12-21 7659D 5
2020-12-21 9350P 5
2020-12-21 6072F 10
2020-12-22 8744T 7
2020-12-22 8100O 10
2020-12-22 7106Q 10
2020-12-22 9598T 9
2020-12-22 7380A 4
2020-12-22 2310R 11
2020-12-22 7904G 7
2020-12-22 9900H 4
2020-12-22 7659D 8
2020-12-22 9350P 5
2020-12-22 6072F 8
2020-12-23 8744T 6
2020-12-23 8100O 9
2020-12-23 7106Q 8
2020-12-23 9598T 4
2020-12-23 7380A 11
2020-12-23 2310R 10
2020-12-23 7904G 8
2020-12-23 9900H 8
2020-12-23 7659D 4
2020-12-23 9350P 9
2020-12-23 6072F 8
2020-12-24 8744T 10
2020-12-24 8100O 5
2020-12-24 7106Q 4
2020-12-24 9598T 4
2020-12-24 7380A 8
2020-12-24 2310R 4
2020-12-24 7904G 4
2020-12-24 9900H 6
2020-12-24 7659D 5
2020-12-24 9350P 11
2020-12-24 6072F 7
2020-12-25 8744T 5
2020-12-25 8100O 8
2020-12-25 7106Q 9
2020-12-25 9598T 4
2020-12-25 7380A 10
2020-12-25 2310R 6
2020-12-25 7904G 7
2020-12-25 9900H 8
2020-12-25 7659D 9
2020-12-25 9350P 6
2020-12-25 6072F 10
2020-12-26 8744T 8
2020-12-26 8100O 7
2020-12-26 7106Q 8
2020-12-26 9598T 4
2020-12-26 7380A 5
2020-12-26 2310R 7
2020-12-26 7904G 11
2020-12-26 9900H 7
2020-12-26 7659D 4
2020-12-26 9350P 11
2020-12-26 6072F 4
2020-12-27 8744T 11
2020-12-27 8100O 9
2020-12-27 7106Q 6
2020-12-27 9598T 11
2020-12-27 7380A 7
2020-12-27 2310R 11
2020-12-27 7904G 10
2020-12-27 9900H 4
2020-12-27 7659D 11
2020-12-27 9350P 8
2020-12-27 6072F 4
2020-12-28 8744T 10
2020-12-28 8100O 9
2020-12-28 7106Q 11
2020-12-28 9598T 8
2020-12-28 7380A 11
2020-12-28 2310R 4
2020-12-28 7904G 10
2020-12-28 9900H 9
2020-12-28 7659D 5
2020-12-28 9350P 9
2020-12-28 6072F 8
2020-12-29 8744T 11
2020-12-29 8100O 11
2020-12-29 7106Q 4
2020-12-29 9598T 4
2020-12-29 7380A 10
2020-12-29 2310R 6
2020-12-29 7904G 9
2020-12-29 9900H 5
2020-12-29 7659D 6
2020-12-29 9350P 6
2020-12-29 6072F 10
2020-12-30 8744T 10
2020-12-30 8100O 7
2020-12-30 7106Q 8
2020-12-30 9598T 10
2020-12-30 7380A 9
2020-12-30 2310R 5
2020-12-30 7904G 9
2020-12-30 9900H 6
2020-12-30 7659D 6
2020-12-30 9350P 4
2020-12-30 6072F 6
2020-12-31 8744T 11
2020-12-31 8100O 5
2020-12-31 7106Q 11
2020-12-31 9598T 4
2020-12-31 7380A 10
2020-12-31 2310R 6
2020-12-31 7904G 10
2020-12-31 9900H 10
2020-12-31 7659D 10
2020-12-31 9350P 4
2020-12-31 6072F 6
