,text,favorites,retweets,source,day,hour,sentiment_score,sentiment_tag
363,"Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic.  
(1/4) https://t.co/OEXuAEwCCf",5,0,Twitter Web App,2021-11-04,11:35:18,0.0625,Neutral
364,RT @TheHPRA: Did you know you can visit https://t.co/3Xqw2AOKdL to report suspected vaccine side effects? Your report adds to the safety in…,0,27,Twitter Web App,2021-11-04,10:52:56,0.0,Neutral
365,"👉 If you’re aged 70 or over, your GP will contact you when it’s time for your vaccine. (1/2)

👉🏾 If you’re aged 60-69, you’ll get a text message from the HSE with a vaccination centre appointment. 

Learn more: https://t.co/d43ryVjKMZ #ForUsAll (2/2)",13,5,Twitter Web App,2021-11-04,10:02:12,0.09999999999999999,Neutral
366,"If you’re aged 60 or over, or if you’re a healthcare worker, you will soon be offered your COVID-19 vaccine booster dose. (1/2) https://t.co/pU1Ieynha9",47,21,Twitter Web App,2021-11-04,10:02:12,-0.1,Negative
367,You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Learn more here: https://t.co/zzGkIXWhFM https://t.co/qeB27CIKVO,4,3,Twitter Media Studio,2021-11-03,17:18:00,0.25,Positive
368,"Millions of people across the world have had their COVID-19 vaccine including over 90% of adults in Ireland. Get yours today. Visit  https://t.co/nTNxEKexNZ for more information 

#CovidVaccines | #ForUsAll https://t.co/cDCsn5IJyE",13,5,Twitter Web App,2021-11-03,16:05:00,0.5,Positive
369,"If you are a close contact of someone with COVID-19 - but are fully vaccinated and have no symptoms - we will register you for antigen COVID-19 tests. Close contacts who have symptoms or who aren't vaccinated need a PCR test. More 👉 https://t.co/jxpVwglStF

#StaySafe | #ForUsAll https://t.co/jYJatLrQpu",67,26,Twitter Media Studio,2021-11-03,14:42:00,0.5,Positive
370,"While anyone can catch the flu, some people are more at risk of getting seriously ill or needing hospital treatment. If you are at risk of serious illness from flu, make an appointment with your GP or pharmacist to get your flu vaccine today. https://t.co/5ZnO6RXySJ #YourBestShot https://t.co/owXUrz0TOR",22,7,Twitter Media Studio,2021-11-03,13:25:00,-0.1111111111111111,Negative
371,"@katemalindi Hi Kate, can you drop us a DM with some more information please?",0,0,Agorapulse app,2021-11-03,13:18:07,0.5,Positive
372,"@irishdec316 Hi Declan, Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic. You can see more information here: https://t.co/rxtgWKkCa3",0,0,Agorapulse app,2021-11-03,13:17:40,0.1875,Positive
373,"Staff at @ULHospitals have created a virtual tour video which aims to help children, and their parents/guardians, understand what will happen on the day of their surgery, and put their minds to rest at what can be an anxious time. #OurHealthService https://t.co/elS2nYeV3m https://t.co/fvVmzRTRBE",22,9,Twitter Web App,2021-11-03,11:43:00,-0.25,Negative
374,"Walk-in clinics are open people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian.
Visit https://t.co/2ew0ZKomar for more details. 

#ForUsAll

(4/4)",2,1,Twitter Web App,2021-11-03,10:52:36,0.09333333333333334,Neutral
375,"📍Fairways Hotel, 9am to 4pm
📍Simonstown GAA Club, 2pm to 6.30pm
📍Glencarn Hotel, 3pm to 5.30pm
📍Sligo Racecourse, 9am to 5pm
📍Astro Active Centre, 9.15am to 3.30pm

(3/4)",5,1,Twitter Web App,2021-11-03,10:52:35,-0.13333333333333333,Negative
376,"📍Letterkenny Community Assessment Hub, 9.30am to 5.30pm
📍Grangegorman Technological University, 11am to 1pm and 2pm to 5.30pm
📍National Show Centre, 5.20pm to 7pm
📍Punchestown Racecourse, 10am to 5pm
📍Clonguish GAA Centre, 9.15am to 3.30pm

(2/4)",0,0,Twitter Web App,2021-11-03,10:52:35,0.0,Neutral
377,"Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic. 
(1/4) https://t.co/J2p5dohn2u",8,4,Twitter Web App,2021-11-03,10:52:34,0.0625,Neutral
378,This week is Children First Public Awareness Week. The safety and welfare of children is everyone's responsibility. Find more information on our role in keeping children safe here:  https://t.co/ryZdsYHEtA https://t.co/NhveiJ0Tmj,11,5,Twitter Web App,2021-11-03,10:08:00,0.3125,Positive
379,"Keep protecting yourself and other from COVID-19. Take steps to reduce your risk. 

#ForUsAll | #StaySafe https://t.co/rZRnbPnCNY",56,33,Twitter Web App,2021-11-03,09:25:00,-0.125,Negative
380,"@clare_odv Hi Clare, can you drop us a DM with some more information?",1,0,Agorapulse app,2021-11-03,07:40:13,0.5,Positive
381,"It’s flu season and children aged 2 to 17 can get their flu vaccine for free. It’s given as a nasal spray, and it’s safe and effective. Find more information on the children’s flu vaccine at https://t.co/5ZnO6RFY1b #YourBestShot https://t.co/i6hrti2wvN",25,5,Twitter Media Studio,2021-11-02,16:51:00,0.38,Positive
382,"Feicfidh tú buntáistí chomh luath agus a stopann tú ag caitheamh tobac.
Gheobhaidh tú cúnamh láithreach nuair a chláróidh tú leis an bPlean Quit. 
Cuir glaoch ar an líne chabhrach 1800 201 203 chun cúnamh a fháil, saor in aisce. @HSEQuitTeam https://t.co/CbcjJJkB9o",10,2,Twitter Media Studio,2021-11-02,15:55:00,0.0,Neutral
383,"RT @tusla: National Children First Awareness Week, running from 1-7 Nov, was launched today. The aim is to raise awareness of Children Firs…",0,58,Twitter Web App,2021-11-02,14:54:05,0.25,Positive
384,"Talk to your family about organ donation. Take the opportunity to #HaveThatConversation and make sure that your family know what your wishes are, because organ donation saves lives. Find out more here: https://t.co/213DrPamjb

#OrganDonationSavesLives https://t.co/Ntyugll5lf",10,4,Twitter Media Studio,2021-11-02,14:51:00,0.5,Positive
385,"@HandmadeKinsale Hi there,

If you are in one of the at-risk groups, you can get your flu vaccine for free. If you do not fall into one of the at-risk groups, check the cost with your GP or pharmacist.

More information about at-risk groups: https://t.co/HzF8X8PyZA

Kind regards,
Conor.",0,0,Agorapulse app,2021-11-02,14:50:21,0.5,Positive
386,"@ShaneH1525 Hi Shane, you can find out more information about how those who are immunocompromised will receive an invitation for their third dose here: https://t.co/784i4wCJcX",1,0,Agorapulse app,2021-11-02,13:39:06,0.25,Positive
387,"@drewingtonw Hi Drew, you should follow the advice below if your children have symptoms: https://t.co/o55rSoWKQr",0,0,Agorapulse app,2021-11-02,13:35:32,0.0,Neutral
388,"@s_dev9 Hi Deven, can you drop us a DM in relation to this please?",0,0,Agorapulse app,2021-11-02,13:31:50,0.0,Neutral
389,"@audrey2hendrick Hi Teresa, can you drop us a DM please?",0,0,Agorapulse app,2021-11-02,13:29:48,0.0,Neutral
390,"If you are at-risk from becoming very sick from flu, you can get a free flu vaccine from your GP or pharmacist. People who are at risk include those who have weak immune systems, and with certain long-term health conditions. Learn more: https://t.co/5ZnO6RXySJ

#YourBestShot https://t.co/mZsiU08Wiw",18,9,Twitter Media Studio,2021-11-02,12:49:00,0.043452380952380944,Neutral
391,"@Littlemisblu Hi there, can you drop us a DM with some more information please?",0,0,Agorapulse app,2021-11-02,12:01:30,0.5,Positive
392,"RT @safefood_net: If they’re hungry when they get home from school, instead of a treat why not try this easy cheese toasty &amp; if they’re old…",0,2,Twitter Web App,2021-11-02,12:01:05,0.43333333333333335,Positive
393,"If you've not received your free COVID-19 vaccine yet and want to know more information about vaccines and how they work visit ➡ https://t.co/2akGu2TXcD 

#COVIDVaccines | #ForUsAll https://t.co/EfKGJMoULg",8,3,Twitter Web App,2021-11-02,10:43:15,0.45,Positive
394,"@JenniferLally15 Hi Jennifer, can you try this in a different browser for me if you still have not received the text?",1,0,Agorapulse app,2021-11-02,09:58:08,0.0,Neutral
395,"COVID-19 cases are rising. Common symptoms include high temp, dry cough and tiredness. If you have symptoms of COVID-19, it's very important to self-isolate and get tested as soon as possible. Read more: https://t.co/SZcESLuxxs 

 #StaySafe | #ForUsAll https://t.co/7gFGcWiJjM",31,20,Twitter Media Studio,2021-11-02,09:00:02,0.13555555555555557,Neutral
396,"No one will thank you for turning up if you’re sick.

Stay at home and get a test to protect yourself and others from #COVID19.

#StaySafe | #ForUsAll https://t.co/Yg0spK9CZv",58,21,Twitter Web App,2021-11-01,17:07:00,-0.7142857142857143,Negative
397,RT @TheHPRA: #MedSafetyWeek starts today! Throughout the week we will encourage people to visit https://t.co/3Xqw2AOKdL to report suspected…,0,23,Twitter Web App,2021-11-01,16:39:17,0.0,Neutral
398,"The flu is a serious illness. People who have certain long term conditions, pregnant women, those aged 65 or over and children aged 2 to 17 should get their free flu vaccine from their GP or Pharmacist. Learn more: https://t.co/5ZnO6RXySJ #YourBestShot https://t.co/zbXnNe2qyY",18,6,Twitter Web App,2021-11-01,15:45:00,0.10803571428571429,Neutral
399,"@Karen06924202 Hi there,

Thanks for your message.

If you are immunocompromised you can read more about how you will be offered a booster dose on the following page: https://t.co/784i4wCJcX

Kind regards,
Conor.",0,0,Agorapulse app,2021-11-01,14:47:45,0.32499999999999996,Positive
400,"We are conducting planned, essential updates to our vaccination &amp; computing software today. Our #COVIDVaccine centres are closed, and you will not be able to register for your vaccine as we carry out these updates. Services will resume fully tomorrow. Thank you for your patience. https://t.co/gcJRk41TlG",9,3,TweetDeck,2021-11-01,13:44:00,0.13333333333333333,Neutral
401,"@JennyApplepear @paulreiddublin Hi Jenny,

Thank you for contacting us.

As of now, you cannot get a booster dose at a walk-in vaccination clinic.

Here is some additional information:
https://t.co/aT3TvpeUIe

Kind Regards,
Conor.",1,0,Agorapulse app,2021-11-01,12:56:50,0.6,Positive
402,RT @HSEQuitTeam: Congratulations to @NFMHSIreland for receiving the International Gold Standard Award from the Global Network of Tobacco Fr…,0,2,Twitter Web App,2021-11-01,12:52:51,0.0,Neutral
403,"The Alzheimer's Society of Ireland's @alzheimersocirl  freephone helpline is available Monday - Friday 10am-5pm and Saturday 10am-4pm.

Please call 1800 341 341 for information and support. #UnderstandTogether https://t.co/fKNtTClz27",9,3,Twitter Web App,2021-11-01,12:40:00,0.4,Positive
404,"@cschekk Hi there!

Thank you for contacting us.

Tests are limited to 1 test for each person.
https://t.co/pCUn6jzQM0

Kind Regards,
Conor.",0,0,Agorapulse app,2021-11-01,12:04:15,0.2642857142857143,Positive
405,"Read our advice to help you decide about getting a COVID-19 vaccine if you are pregnant, trying for a baby or if you're thinking of getting pregnant in the future ➡ https://t.co/d3yDGDUYmL
#COVIDVaccines | #ForUsAll https://t.co/47MsTZEDWN",19,5,Twitter Media Studio,2021-11-01,10:06:00,0.2222222222222222,Positive
406,"We are conducting planned, essential updates to our vaccination &amp; computing software today. Our #COVIDVaccine centres are closed, and you will not be able to register for your vaccine as we carry out these updates. Services will resume fully tomorrow. Thank you for your patience. https://t.co/L58z6eCgSO",46,28,TweetDeck,2021-11-01,07:43:00,0.13333333333333333,Neutral
407,"Healthcare workers can prevent the spread of #flu and save lives by getting the flu vaccine. Speak to your line manager, peer vaccinator, or occupational health department about getting your free flu vaccine this winter. https://t.co/OJJiUrCQaT https://t.co/aGp4PXqyfq",18,6,Twitter Web App,2021-10-31,17:34:00,0.4,Positive
408,You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Learn more here: https://t.co/9XVYeuKpnP https://t.co/9elK5iBlZD,4,2,Twitter Web App,2021-10-31,15:08:00,0.25,Positive
409,Tabharfaidh vacsaín COVID-19 cosaint duit féin agus do do leanbh. Is féidir an vacsaín a fháil aon uair le linn do thoirchis. Labhair le do dhochtúir nó bean ghlúine roimh ré. Tuilleadh eolais:https://t.co/Ienpa8HPhb https://t.co/xDqQFeXHys,7,1,Twitter Media Studio,2021-10-31,13:22:00,0.0,Neutral
410,"Some face-to-face services are limited at the moment because of the COVID-19 outbreak. But a number of organisations are still providing: 
 
👉🏾 online counselling and support 
👉🏻 phone support 
👉🏼 text support 
 
Learn more: https://t.co/u9NGUvdSCm

#StaySafe | #ForUsAll https://t.co/yLqgflUswg",7,5,Twitter Web App,2021-10-31,11:41:00,0.2142857142857143,Positive
411,"Walk-in clinics are open people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian.
Visit https://t.co/2ew0ZKomar for more details. 

#ForUsAll

(4/4)",3,1,Twitter Web App,2021-10-31,09:55:03,0.09333333333333334,Neutral
412,"📍Sligo Racecourse, 9am to 5pm 
📍Abbeycourt Hotel, 9am to 5pm
📍Westmeath Community Vaccination Centre, 12pm to 3pm 
📍Astro Active Centre, 9am to 1pm
📍Shoreline Leisure Centre, 10am to 4pm 

(3/4)",4,1,Twitter Web App,2021-10-31,09:55:03,-0.13333333333333333,Negative
413,"📍Letterkenny Community Assessment Hub, 10.15am to 4.30pm
📍National Show Centre, 10.30am to 12.30pm and 1.45pm to 5pm
📍Galway Racecourse, 10am to 2pm 
📍Limerick Racecourse, 9am to 5pm
📍Fairways Hotel, 9.15am to 12.15pm 
📍Glencarn Hotel, 9.30am to 4.30pm

(2/4)",1,1,Twitter Web App,2021-10-31,09:55:03,0.0,Neutral
414,"Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic. 
📍Kilmore Hotel, 1.30pm to 4pm
📍City Hall Cork, 10am to 2pm

(1/4) https://t.co/aCqjOLw5Nn",8,6,Twitter Web App,2021-10-31,09:55:02,0.0625,Neutral
415,"If you test positive for COVID-19 you will get a text message. This will include a link to a website where you can upload contact details for your close contacts. If you do not use the website, a contact tracer will phone you to collect the details. https://t.co/mDcyUELYxW https://t.co/tdhvdS1cLa",11,4,Twitter Media Studio,2021-10-31,09:01:00,0.22727272727272727,Positive
416,"If you are immunocompromised you may be offered another #COVIDVaccine dose. A weak immune system means you may not have responded as well to your vaccine as others. Another dose should protect you from becoming very ill from COVID-19. 

 https://t.co/5WJKVuAwuL 

#ForUsAll https://t.co/nW71Ey0mkC",14,8,Twitter Web App,2021-10-30,16:33:00,-0.19166666666666665,Negative
417,Má tá comharthaí Covid-19 ort is féidir leat tástáil #COVID19 a shocrú ar líne. Pioc aon am inniu nó amárach. Tuilleadh eolais anseo: https://t.co/zzGkIXWhFM https://t.co/5dBz7C7Q8B,5,0,Twitter Web App,2021-10-30,14:45:00,0.0,Neutral
418,"If you have symptoms of #COVID19, self-isolate (stay in your room) and get a COVID-19 test. Learn more about the symptoms of COVID-19 here: https://t.co/t1ClGveW72 https://t.co/K1cQi4DTdR",7,3,Twitter Web App,2021-10-30,12:45:00,0.5,Positive
419,"The #flu vaccine is free for all healthcare workers. Protect yourself, your family, and your patients by getting the flu vaccine today. Learn more here: https://t.co/IZzwE2hUOs https://t.co/0fUPEKxdg2",18,8,Twitter Web App,2021-10-30,10:24:00,0.45,Positive
420,If you test positive for #COVID19 you will get a text message that includes a web link where you can upload contact details for your close contacts. Please remember to upload details on your contacts so contact tracing can get in touch. https://t.co/mDcyUF3zWw https://t.co/gZ2xQViEtc,6,4,Twitter for iPhone,2021-10-30,09:31:46,0.22727272727272727,Positive
421,"📍Clonmel Park Hotel, 9am to 12pm
📍Waterford Institute of Technology Arena, 8.30am to 5pm

Walk-in clinics are open people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian.
Visit https://t.co/2ew0ZKomar for more details. 

#ForUsAll",2,2,Twitter Web App,2021-10-30,08:51:30,0.09333333333333334,Neutral
422,"📍Cilllin Hill Conference Centre, 8.15am to 12.30pm
📍St Fintans Campus, 10am to 4pm
📍Fairways Hotel, 9.15am to 12.15pm
📍Fairyhouse Racecourse, 11am to 4pm
📍Glencarn Hotel, 9.30am to 4.30pm
📍Sligo Racecourse, 9am to 5pm 

(3/4)",1,1,Twitter Web App,2021-10-30,08:51:29,0.0,Neutral
423,"📍West County Hotel, 9am to 5pm 
📍City Hall Cork, 1pm to 4pm
📍Letterkenny Community Assessment Hub, 10.15am to 4.30pm
📍Galway Racecourse, 10am to 3pm 

(2/4)",1,0,Twitter Web App,2021-10-30,08:51:29,0.0,Neutral
424,"Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic. 

📍The Woodford Dolmen Hotel, 2 to 4pm
📍Kilmore Hotel, 8.30am to 12.30pm and 1.30pm to 4pm

(1/4) https://t.co/6Fj3pAHOvX",8,2,Twitter Web App,2021-10-30,08:51:29,0.0625,Neutral
425,#COVID19 is mainly spread through droplets that come from your nose and mouth. Wearing a face mask reduces the spread of these droplets and aerosols. It also helps stop the spread of the virus from people who may not know they have it. Learn more: https://t.co/bkrq22IXdw https://t.co/J14y2xJj36,19,9,Twitter Media Studio,2021-10-30,08:26:00,0.3333333333333333,Positive
426,"RT @DeptEnterprise: 🎃Halloween shopping this weekend? 

Don’t forget the 3 simple measures you can take to #ShopSafely:

1⃣Wear a face cove…",0,34,Twitter for iPhone,2021-10-30,07:45:10,0.0,Neutral
427,"It's #flu season, so if you're 65 or over, it's time to get your free, annual flu vaccine. Make an appointment with your GP or Pharmacist today. Find out more here: https://t.co/FxgMPC33BJ #YourBestShot https://t.co/b5Ffhewp9m",7,4,Twitter Media Studio,2021-10-29,16:58:00,0.45,Positive
428,"Taoiseach @MichealMartinTD opening new 40 bed unit in South Tipperary University Hospital, Clonmel earlier today. https://t.co/gweoK4qazd",49,3,Twitter for iPhone,2021-10-29,15:56:11,0.06818181818181818,Neutral
429,"@petermdoc Hi Peter, could you please send us a DM regarding this query?",0,0,Agorapulse app,2021-10-29,15:25:30,0.0,Neutral
430,"Every vaccine makes a difference. If you have not received your free COVID-19 vaccine you can register online at https://t.co/nTNxEJWWWr
     
#COVIDVaccines | #ForUsAll https://t.co/0TFjLrt85f",8,6,Twitter Web App,2021-10-29,14:59:00,0.4,Positive
431,"Organ donation saves lives. Make sure your loved ones know your wishes today, as it may help save lives in the future 

👉 https://t.co/213DrPamjb

#OrganDonationSavesLives | #HaveThatConversation https://t.co/7GxCkADKfs",30,16,Twitter Web App,2021-10-29,12:50:00,0.39999999999999997,Positive
432,".@WexGenHosp and @SouthEastCH’s Age Related Care Team project, funded by @Slaintecare and involving the integration of acute and community services for older people, has greatly reduced waiting times for individual services 👉🏻https://t.co/mfwoevBrlv   #OurHealthService https://t.co/UTGuWOrl36",4,1,Twitter Web App,2021-10-29,11:55:00,0.31333333333333335,Positive
433,You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Learn more here: https://t.co/hY7KqotURV https://t.co/aVvurPyh9s,11,4,Twitter Media Studio,2021-10-29,11:05:00,0.25,Positive
434,"Children are twice as likely as adults to get the flu, and it can sometimes make children very sick. But the free nasal spray flu vaccine can help protect your children, and the rest of your family too. Learn more at https://t.co/2Bflfuf2Vd #YourBestShot https://t.co/fXbbWY2uBG",10,11,Twitter Web App,2021-10-29,09:57:00,-0.007142857142857145,Negative
435,"@Ann06189238 Hi Ann, the National Show Centre has walk in clinics.",1,0,Agorapulse app,2021-10-29,09:49:52,0.0,Neutral
436,RT @HsehealthW: Starting again on Monday through https://t.co/uIjKVGiReC  is the online version of Stress Control. Evidenced based support…,0,59,Twitter Web App,2021-10-29,07:58:58,0.0,Neutral
437,"Walk-in clinics are open people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian.
Visit https://t.co/2ew0ZKomar for more details. 

#ForUsAll",2,3,Twitter for iPhone,2021-10-29,07:50:32,0.09333333333333334,Neutral
438,"📍Simonstown GAA Club Navan 2pm to 6.30pm
📍Glencarn Hotel 12pm to 8pm
📍Offaly Vaccination Centre 2pm to 5pm
📍Kilbride Community Centre 6pm to 8pm
📍Sligo Racecourse 9am to 5pm
📍Kilanerin Community Centre 12pm to 6pm",5,3,Twitter for iPhone,2021-10-29,07:50:32,0.0,Neutral
439,"📍Kerry Vaccination Centre 9.30am to 4pm
📍Punchestown Racecourse 1pm to 7pm
📍Cillin Hill Conference Centre 8.15am to 12.30pm
📍Limerick Racecourse 9am to 6pm
📍Fairways Hotel 1.30pm to 4pm
📍Breaffy House Resort 8.00am to 4.30pm
📍Fairyhouse Racecourse
11am to 4pm",1,1,Twitter for iPhone,2021-10-29,07:50:31,0.0,Neutral
440,"Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic. 

📍 Kilmore Hotel 1.30pm to 4pm
📍West County Hotel 9am to 6pm
📍Galway Racecourse 12pm to 7pm https://t.co/GvQ4xqW4Jz",18,7,Twitter for iPhone,2021-10-29,07:50:31,0.0625,Neutral
441,"@SarahForde89 Hi Sarah, children aged 12 to 15 can attend a walk-in vaccination centre with a parent or guardian. You can find more information on the HSE website here: https://t.co/rxtgWKkCa3",0,0,Agorapulse app,2021-10-28,20:50:15,0.2,Positive
442,"Every vaccine makes a difference. If you have not received your free COVID-19 vaccine you can register online  👉🏻 https://t.co/nTNxEKexNZ 
     
#COVIDVaccines | #ForUsAll https://t.co/3vsCR0gbHa",22,7,Twitter Web App,2021-10-28,16:08:00,0.4,Positive
443,"COVID-19 vaccines are your child's best protection against the serious illness that COVID-19 can sometimes cause. Register your child for their vaccine today or visit a walk-in vaccination clinic: https://t.co/RbdEIupE58 

#COVIDVaccines | #ForUsAll https://t.co/I62IAF17M6",15,6,Twitter Web App,2021-10-28,14:16:00,0.33333333333333337,Positive
444,"If you are a close contact of someone with COVID-19 - but are fully vaccinated and have no symptoms - we will register you for antigen COVID-19 tests. Close contacts who have symptoms or who aren't vaccinated need a PCR test. More👉🏻https://t.co/JXG8k8x6kW
#StaySafe | #ForUsAll https://t.co/niLp5A0z5Y",25,6,Twitter Web App,2021-10-28,11:39:32,0.0,Neutral
445,"COVID-19 cases are rising. Common symptoms include high temp, dry cough and tiredness. If you have symptoms of COVID-19, it's very important to self-isolate and get tested as soon as possible. Read more: https://t.co/SZcESLM8W2 #StaySafe | #ForUsAll https://t.co/DSRSjiI8Ps",11,6,Twitter Web App,2021-10-28,10:39:39,0.13555555555555557,Neutral
446,"@LisaOMahony2 Hi Lisa, can you send us some more details via DM please?",0,0,Agorapulse app,2021-10-28,10:17:05,0.5,Positive
447,"@Eilis2021 Hi Eibhlísh, you should check in with the RTB in relation to this - https://t.co/C37WNIxKjE",1,0,Agorapulse app,2021-10-28,09:58:41,0.0,Neutral
448,"📍Waterford Institute of Technology Arena, Co. Waterford
📍Westmeath Community Vaccination Centre, Co. Westmeath
📍Shoreline Leisure Centre, Co. Wicklow 

(4/4)

#ForUsAll",0,0,Twitter Web App,2021-10-28,09:55:30,0.0,Neutral
449,"📍Clonguish GAA Centre, Co. Longford
📍Breaffy House Resort, Co. Mayo
📍Fairyhouse Racecourse, Co. Meath
📍Glencarn Hotel, Co. Monaghan
📍Kilbride Community Centre, Co. Roscommon
📍Abbeycourt Hotel, Co. Tipperary

(3/4)",1,0,Twitter Web App,2021-10-28,09:55:29,0.0,Neutral
450,"📍Kilmore Hotel, Co. Cavan
📍UCD Gerard Manley Hopkins Building, Co. Dublin
📍National Show Centre, Co. Dublin
📍Punchestown Racecourse, Co. Kildare
📍St. Fintan's Campus, Co. Laois 
📍Carrick on Shannon Primary Care Unit, Co. Leitrim
📍Limerick Racecourse, Co. Limerick

(2/4)",0,0,Twitter Web App,2021-10-28,09:55:29,0.4,Positive
451,"Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic. More: https://t.co/1jkX5gfnWN 

📍Kilmore Hotel, Co Cavan
📍UCD Gerard Manley Hopkins Building, Co Dublin

(1/4) https://t.co/vuiXkmRc6k",4,4,Twitter Web App,2021-10-28,09:55:29,0.15,Neutral
452,"@helenmolony Hi Helen, You should speak to the manager of the shop directly in relation to this. They will need to ensure their staff follow these regulations.",0,0,Agorapulse app,2021-10-28,08:12:27,0.1,Neutral
453,"No one will thank you for turning up if you’re sick.

Stay at home and get a test to protect yourself and others from #COVID19.

#StaySafe | #ForUsAll https://t.co/gBGKHXJPwU",198,56,TweetDeck,2021-10-28,07:42:00,-0.7142857142857143,Negative
454,"Ná déan scéal mór de mhionghortú. Beidh d’ionad mionghortaithe áitiúil ábalta cóir leighis a chur ar chnámha briste, nó fiú dó beag. Eolas faoi na hionaid do ghortaithe anseo: https://t.co/5XHTsZyfdp https://t.co/WIVb5jBGgF",7,1,Twitter Web App,2021-10-27,17:14:00,0.0,Neutral
455,"""Know the signs of cancer and don't be scared to talk to your GP - It could save your life"".

Watch the video below to find out about the importance of diagnosing cancer early. Learn more: https://t.co/G8t57xjJd6 #KnowTheSigns https://t.co/DT12yL8f9W",11,10,Twitter Media Studio,2021-10-27,16:14:00,0.3,Positive
456,"RT @safefood_net: Need something quick and easy to give the kids as a snack? How about bagel and peanut butter 🥯 

It’ll keep them going un…",0,5,Twitter Web App,2021-10-27,16:11:16,0.3833333333333333,Positive
457,@synthricity I am sorry to hear you are still waiting. Our Civil Registration Service will be able to assist you with this. You can phone: 01 863 8200 Monday to Friday 9am to 5pm or email: certificates@hse.ie,1,0,Agorapulse app,2021-10-27,15:14:44,0.0,Neutral
458,"Halloween, a time of great fun, is fast approaching. But it can bring many injuries.  
 
The good news is that lots of these injuries can be prevented. Here are some safety tips to keep your child safe:  https://t.co/vjroeBcWwx

#HSEMyChild https://t.co/GFIrpRyzgP",12,15,Twitter Web App,2021-10-27,15:13:00,0.42857142857142855,Positive
459,"""It literally is the gift of new life.""

Edel Cashman was gifted a new life when she received a liver transplant in 2018. Watch her story and #HaveThatConversation about organ donation with your family. Learn more: https://t.co/213DrPamjb

#OrganDonationSavesLives https://t.co/DKycO20jnN",23,8,Twitter Web App,2021-10-27,14:30:00,0.3181818181818182,Positive
460,@jeebreslin The HSE is not looking after the Digital COVID Certificate. If you have any queries regarding the Digital COVID Certificate you will need to call the Digital COVID Certificate helpline at 1800 807 008.,1,0,Agorapulse app,2021-10-27,14:06:43,0.0,Neutral
461,"You should get a COVID-19 vaccine if you are breastfeeding. This will protect you from getting seriously unwell due to COVID-19. Learn more: https://t.co/KWhJTqo38m
#COVIDVaccines | #ForUsAll https://t.co/RlsVuQj9U8",12,6,Twitter Web App,2021-10-27,12:59:00,0.013888888888888895,Neutral
462,"@frogswillreign Hi Jean, you can book appointments up to the end of the following day. The test centres should be used for those who have symptoms of COVID-19 or if you are a close contact. If you have symptoms you should not wait until Sunday to be tested.",0,0,Agorapulse app,2021-10-27,12:45:49,0.0,Neutral
463,"Read about Breeda Conlon, who works as an organ donor co-ordinator, in @irishexaminer's Working Life this week: #HaveThatConversation with your family - organ donation saves lives. 
 https://t.co/25I1kVoFFG

@cathshan @odti_irl",14,2,Twitter Web App,2021-10-27,11:30:59,0.0,Neutral
464,If you are immunocompromised you may be offered another #COVIDVaccine dose. A weak immune system means you may not have responded as well to your vaccine as others. Another dose should protect you from becoming very ill from COVID-19.  https://t.co/5WJKVuAwuL  #ForUsAll https://t.co/dXCQ72GFFk,6,4,Twitter Media Studio,2021-10-27,11:10:00,-0.19166666666666665,Negative
465,"📍Glencarn Hotel, Co. Monaghan
📍Clonmel Park Hotel,Co. Tipperary
📍Waterford Institute of Technology Arena, Co. Waterford
📍Westmeath Community Vaccination Centre, Co. Westmeath
(3/3)",0,0,Twitter Web App,2021-10-27,10:22:15,0.0,Neutral
466,"📍West County Hotel, Co. Clare
📍National Show Centre, Co. Dublin
📍Carrick-on-Shannon Primary Care Unit, Co. Leitrim
📍Clonguish GAA Centre, Co. Longford
📍Breaffy House Resort, Co. Mayo
📍Simonstown GAA Club Navan, Co. Meath 
(2/3)",1,0,Twitter Web App,2021-10-27,10:22:14,0.4,Positive
